"V1","V2","V3"
1.104149,0.3010538,-0.3846651
-0.5816054,-1.450058,-0.7107359
-1.02772088252456,1.44892539463679,1.32880164770195
-0.2921146,-0.008604545,-0.3653987
0.5643386,0.9441591,-1.837444
0.348731629873243,0.306395602149321,0.216833256287629
-0.851815419703925,1.63126337736389,-0.0725503549598612
-1.32313945069279,-0.263023603153385,-0.602866676588242
0.1311956,-1.245924,-1.370299
0.2283239,0.2377397,-1.968143
-0.106241644016711,-1.03866399723789,0.355780303402089
-0.06590557,-0.7436597,-1.970633
-1.19419647117208,0.406145605149797,-0.673909725516121
-0.06825304,0.9724907,1.465048
1.222237,-0.4323868,-0.783129
2.340579,0.7831814,-2.033957
-0.264167905553656,1.90766102717565,-0.460069521689729
1.816154969157,1.00023359382038,-2.31888271283947
-0.159279176191555,-0.151807032929118,-0.632176945326006
-0.856073193066063,0.431326863154016,1.14992101359798
0.6221885,1.677518,-0.308725
0.409749968077301,0.137156572596608,-1.01734312863001
-1.00717751064938,1.63948557149599,-2.76093293983578
-0.433260383567445,1.57202226286264,-0.702867094230785
0.006139764,0.7632885,-0.3347625
-0.382953,-1.305819,0.2505462
-0.160756393254326,0.264604972682459,-1.09415278484531
0.37077297236254,-1.37513444284219,1.15079595768505
0.488169857655443,0.492246378091469,0.136097644002885
2.358445,-0.5407367,-2.122821
-0.0869503424626286,0.649206287498368,1.71250306650168
-0.2457728,0.2496758,-1.819915
-0.0892537081677487,-1.40166084680661,-1.95549047289516
1.41162152851296,-0.813087398916365,0.965480332218694
-0.0916034857752172,-1.62881529722217,0.792017154878982
-0.880195668453064,0.168220031809041,0.24795806748905
-0.2105264,-0.7182815,-1.371973
0.599007435494908,0.35838978142087,-1.4548659921375
0.67803017997017,0.418777874766417,-2.39363769682361
-0.406737876212956,-2.27534756874378,-1.20617673012411
0.337975521043553,0.916568831263256,1.32135052524091
0.273564390799482,0.296743359731852,-1.19821821738305
-0.1233614,0.4868054,-0.2097123
1.2900457290494,-0.802925855078138,0.386758721550677
1.352396,-1.514487,0.005569552
-0.594397365805997,-0.282639488871517,-0.924399041951233
0.458031821834954,1.25864989299143,-0.0577172988239732
0.531602,-0.726004,-1.59154
0.503694463391026,-0.183089048114401,0.892842184084654
1.54428800007671,0.791925416687507,0.343788965942491
1.0642143259481,1.35723675873032,-1.1411241512392
-0.251060976511258,-0.898392802942731,-1.04920920494998
-0.712598,0.4849659,1.643685
0.334109407417441,2.04224674197956,0.216734519887513
1.19256376499281,-1.49423298106668,0.918972517672266
-0.0910802035018394,0.273930960416541,-0.535696117287171
0.706555894280105,-0.172943561629063,-1.87161311076119
-0.431028645939533,0.267148964109873,0.0527986935035039
-0.444524119864268,0.0206454936746642,1.16446904878127
